chinese,count,korean,english
主因,275,주원인,principal cause
小孩,275,어린이,child
保險,275,금마,golden horse
站台,275,플랫폼,platform
藝文,274,문예,arts and literature
外銷,274,지휘관,Commander (United States)
產量,274,생산량,Production capacity
家屬,274,가족,Family members
烏軍,274,우루과이의 군대,Armed Forces of Uzbekistan
紅色,273,붉은색,red
成都,273,피해자,Victims
內閣,272,내각,Cabinet of Ministers
愛國,272,애국하다,patriotism
外交政策,272,외교 정책,Foreign policy
友邦,272,우방,friendly country
選項,272,옵션,Options
碳,271,탄소,Carbon (disambiguation)
高官,271,고관,a high-ranking official
錄用,270,,
周玉蔻,269,저우위커우,Chou Yu-chou (disambiguation)
船舶,269,가족,family
幹部,269,간부,cadres
材料,269,재료,Material
公園,269,마을 사람,countryman
俄軍,268,상금,prize money
海基,268,해기,sea-based
指導,268,지도하다,guidance
變數,268,변수,variable
羅致政,268,뤄즈정,Law Chi-jeong (disambiguation)
群眾,268,대중,crowd
邱太三,267,구태삼,Qiu Tai-san (disambiguation)
國安法,266,국가보안법,National Security Law
成就,266,성취하다.,Achievements
條約,265,조약,Treaties
亞太,265,아시아 태평양,Asia-Pacific region
金管會,264,금관리회,Financial Services Commission
蕭茲,264,쇼지,Shaws (disambiguation)
費用,264,비용,Cost
宣言,263,선언하다.,Declaration
台軍,263,대만 군대,Taiwanese military
財,263,재물,wealth
國慶,262,국경일,National Day of the People's Republic of China
消失,261,사라지다.,disappear
特首,261,특수,chief executive
尹錫悅,260,윤석열,Yoon Suk Yeol
昆山,260,쿤산,Kunshan (People's Republic of China)
重慶,259,충칭,Chongqing Municipality
產值,259,생산액,output value
江聰淵,259,강총연,Kang Cong-yeon (disambiguation)
細節,258,세부 사항,Details
外交官,258,외교관,diplomatic service
眾議員,258,하원 의원,U.S. House of Representatives
蕭美琴,258,여성,negative
紅線,257,붉은 실,red thread
文明,257,문명,civilization
貨量,257,가두,street
上路,257,길을 떠나다,set out on the road
幼兒,257,,
精準,256,정확하다,precise
雷達,256,레이더,Radar (disambiguation)
食物,256,음식,Food
衛星,256,위성,satellites
職務,256,직무,Duties
航線,255,항로,air route
西藏,254,스키를 타다.,Skiing
面板,254,추이스,Chiu Yi-ssi (disambiguation)
洪秀柱,254,홍수주,Hong Soo-joo (disambiguation)
全校,254,,
代理,254,유골,remains
局面,253,국면,situation
合法,251,합법적이다,legitimate
高通,251,퀄컴,Qualcomm (company)
候選人,251,허난 성,Henan Province
老人,250,노인,Old man
四川,250,쓰촨성,"Sichuan Province, China"
社交,250,사교,socializing
江安,249,국산,Domestic production
英特爾,249,인텔,Intel Corporation
馬祖,248,마조,Mazu (disambiguation)
謝志偉,248,,
政客,248,정객,Politicians
聯盟,248,연맹,Federation
慣例,248,관례,conventional practice
中國海軍,247,중국 해군,Chinese Navy
生效,247,효력이 발생하다,Entry into force
層級,247,층계,hierarchical
馬克宏,247,마크혼,Macon (disambiguation)
貨櫃,247,타이완 국,Republic of Taiwan
股東,246,공원,Park (disambiguation)
食藥,246,뤄즈정,Law Chi-jeong (disambiguation)
波及,246,하원 의원,U.S. House of Representatives
防部,246,,
派系,245,파벌,faction
高虹安,244,병,disease
公職,244,공직,Public office
台灣國,244,타이완 국,Republic of Taiwan
自民黨,244,자민당,Liberal Democratic Party (LDP)
柯建銘,243,커젠밍,Ke Jianming (disambiguation)
鄧小平,243,덩샤오핑,Deng Xiaoping (disambiguation)
太陽,243,태양,the sun
海洋,243,바다,Oceans and seas
民心,243,오나라,Kingdom of Uzbekistan
國防委員會,242,국방위원회,National Defense Commission
軍售,242,군납 판매,arms sales
證券,242,증권,Securities
市政府,242,시청,municipal government
蔣介石,241,장개석,Chiang Kai-shek (disambiguation)
國產,240,국산,Domestic production
工人,240,최전선,front
來台,239,무대에 오르다,come to Taiwan
信號,239,신호,signal
金馬,238,왕딩위,Wang Dingyu (disambiguation)
龍頭,238,용두,tap
儀式,238,의식,ceremony
眾院,238,하원,House of Representatives
專題,238,어린이,child
死亡率,238,사망률,Mortality rate
蒙古,238,유행성 감기,Influenza (disambiguation)
輕症,238,,
處境,236,처지,situation
核准,236,허가하다,Approved
索羅門群島,236,솔로몬 제도,Solomon Islands (disambiguation)
實驗室,236,실험실,laboratory
作品,236,작품,Works
關切,236,친절하다,concern
邱志偉,234,,
石斑,234,돌반점,speckled
金山,234,금산,Golden Mountain (disambiguation)
林穎孟,233,린잉멍,Lin Ying Meng (disambiguation)
汪洋,233,망망하다,a vast expanse of water
中國大陸,232,중국대륙,People's Republic of China
莊人祥,232,,
兒子,232,동네,community
產經,232,산경,Book of Sankei
農,231,농사짓다,agriculture
中國軍,231,중국군,Chinese military
中央政府,231,중국 민중,Category: People of China
現況,231,현황,Current status
行政部,230,행정부,Department of Administration
霸權,230,패권,Hegemony (disambiguation)
住宅,230,주택,Residential
外匯,229,외국환,Foreign exchange
院會,229,원회,House of Representatives
明白,229,알았다,I understand.
整理,228,정리하다.,arrange
林俊憲,228,임준헌,Lim Joon-heon (disambiguation)
中東,228,중동,Middle East
市值,228,시가,market capitalization
願景,228,희망,vision
警覺,228,경각하다,be on one's guard
宗教,227,국가보안법,National Security Law
邦交,227,국교,diplomatic relations
大戰,227,대전,Great war
林昶佐,227,,
羅一鈞,226,,
排隊,226,줄을 서다.,line up
語言,226,언어,Language
檢方,226,검찰측,prosecution
義務役,226,의무역,compulsory service
島國,225,섬나라,Island countries
專利,225,특허,Patents
前線,225,보충 부품,Supplementary parts
強權,225,강권,a powerful power
協力,225,협력하다,work together
回家,225,집에 돌아왔다.,Go home.
榮譽,225,시약,reagent
公眾,225,공중,Public
盟國,225,동맹국,Allies (United States)
地帶,224,지대,zone
廠區,224,공장 구역,factory area
獨裁者,223,독재자,dictator
雷根,223,레이건,Regan (disambiguation)
債券,223,채권,Bonds (disambiguation)
生物,223,생물,living things
強勢,222,세다,strong
住院,222,입원하다.,be hospitalized
匯率,221,환시세,Exchange rate
彈藥,221,타지크,Republic of Tajikistan
街頭,221,가두,street
場所,221,장소,place
廣場,220,광장,square
全數,220,전액,in full
條文,220,가족,Family members
曾銘宗,220,증 명종,Zeng Mingzong (disambiguation)
江蘇,220,장쑤성,Category: Jiangsu Province
次長,219,차장,deputy chief
同志,219,동지,comrade
領空,218,영공,airspace
文旦,218,문단,a literary man
言行,218,문예,arts and literature
醫療量,218,의료량,amount of medical care
朱鳳蓮,218,주봉련,Chinese fenglian
西太平洋,218,서태평양,Western Pacific Ocean
走勢,218,추세,trend
火力,217,화력,firepower
框架,217,틀,Frameworks
機器,217,베이징시,Beijing Municipality
灰色,217,무증,disease-free
成長,217,성장하다.,grow
心態,216,심리 상태,mentality
保台,216,보안 플랫폼,stand-by
洪友芳,216,,
中正,216,중정,moderate
財政部,216,재무부,Ministry of Finance
地下,216,지하,underground
戰車,215,전차,chariot
弱勢,215,금관리회,Financial Services Commission
產業鏈,214,산업 체인,industrial chain
辦事,214,일을 처리하다,go about one's business
教會,214,교회,Church of England
效率,214,능률,efficiency
彈性,214,기록 보관소,Files
衛生組織,214,보건 기구,WHO
跨黨,213,당을 뛰어넘다,cross-party
財務,213,재무,Finance
州,212,지진,earthquake
商機,212,상업 기회,business opportunity
台東,212,타이둥,Taitung (disambiguation)
黨國,211,,
全程,211,전 과정,full course
屈服,211,굴복하다,give in
中國國務院,211,중국 국무원,State Council of the People's Republic of China
霸凌,210,실리콘밸리,Silicon Valley (disambiguation)
期限,210,영수증을 끊다,open a ballot
民,210,민,people
歐元,210,유로,Euro (United States dollars)
戰狼,210,전랑,Wolf of War
業界,210,업계,trade
平民,209,평민,Civilian population
小心,209,구태삼,Qiu Tai-san (disambiguation)
伺服器,209,서버,Server (computing)
武裝,209,무장하다,Armed forces
學,209,연결 전보,electrical connection
政務,209,정무,government affairs
高階,208,높은 계급,higher order
海巡,208,해상 순찰,sea patrol
大廈,207,빌딩,building
盧永山,207,,
趙立堅,207,자오리젠,Zhao Lijian (disambiguation)
親友,207,친척과 친구,relatives and friends
前途,207,앞길,the future
宣告,207,선언하다,declare
謊言,207,거짓말,lie
國內外,206,변종,Variant species
黨派,206,보건국,Department of Health
土耳其,205,터키,Turkish national football team
氣氛,205,분위기,atmosphere
原住民,205,원주민,Indigenous peoples
北大西洋,205,북대서양,North Atlantic Ocean
陳玉珍,205,천위진,Chen Yu-chen (disambiguation)
劉結,204,유결,Liu Jie (disambiguation)
機密,204,유아,young children
中國國家衛生,204,,
魏鳳,204,위봉,Wei Feng (disambiguation)
表面,204,겉모습,surface
企業家,204,기업가,entrepreneurs
黨產會,204,,
家園,203,유전자,Genetics (genetics)
條款,203,약관,Terms and Conditions
圖片,203,그림,Pictures
港人,203,홍콩 출신,Category: People from Hong Kong
中國會,203,중산,Nakayama (disambiguation)
工作者,202,일꾼,Workers
林楚茵,202,린추인,Lin Chu-in (disambiguation)
張志軍,202,장즈쥔,Zhang Zhijun (disambiguation)
黃郁婷,202,,
股份,202,추즈웨이,Chiu Chi-wai (disambiguation)
潮,202,조수,tide
建築,202,건축물,Architecture
家,202,거리,Street (disambiguation)
水產品,202,우쓰야오,Wu Siyao (disambiguation)
現金,202,어선,fishing boat
足跡,201,,
天安,201,천안,Cheonan (People's Republic of China)
場,201,장,field
共同富裕,201,함께 부유하다.,common prosperity
成員國,201,회원국,Member States
高點,200,고점,high point
兩制,200,캠퍼스,Campus (disambiguation)
長者,200,윗사람,the elderly
盈餘,200,잉여금,surplus
帳戶,200,구좌,Accounts
謠言,200,헛소문,rumour
太空,200,우주,space
蘇揆,200,소규,Suqui (disambiguation)
妻子,200,아내,wife
公會,200,길드,trade union
救國團,200,,
氣象,200,기상,weather
承諾書,199,승낙서,Letter of Commitment
林芳正,199,임방정,Lin Fang-cheng (disambiguation)
學位,199,원회,House of Representatives
局部,199,국부,local
桃機,199,,
施曉光,199,,
電力,199,전력,Electricity
海南,199,하이난 성,Hainan Province
降溫,198,랴오닝 성,Liaoning Province
伯恩斯,198,번스,Burns (disambiguation)
中科院,198,중국과학원,Chinese Academy of Sciences
港府,197,홍콩 정부,Government of Hong Kong
效益,197,효과와 이익,benefit
商務,197,보험,insurance
病患,197,,
福祉,197,복리,well-being
黃澎孝,197,,
威,197,위엄,dignity
東風,196,동풍,an easterly wind
阿拉伯,196,아랍,Arab States
種族,196,착지하다,land on the ground
群,196,여왕,Queen of the United Kingdom
綠色,196,녹색,Green
戲,195,홍수주,Hong Soo-joo (disambiguation)
網紅,195,왕훙,net red
客觀,195,객관적이다,objective
股權,195,주주권,equity interest
病房,195,,
江啟臣,195,강계신,Jiang Qichen (disambiguation)
瑞隆,195,,
印象,194,인상,impression
召集人,194,소집인,convener
政要,194,뱅글뱅글,round and round
黃偉哲,194,황웨이저,Wong Wai-chee (disambiguation)
社會面,194,,
亂象,194,,
生態,193,생태,Ecological
碩士,193,타이둥,Taitung (disambiguation)
餐飲,192,식사와 음료,Catering
士兵,192,사병,Soldier (disambiguation)
俄方,192,러시아측,Russian side
吳,192,딩쉐샹,Ding Xuexiang (disambiguation)
鄰國,192,이웃 나라,Neighbouring countries
嘴,192,입,mouth
天氣,192,날씨,Weather
重創,192,중상을 입다,be severely damaged
教師,192,교사,Teachers
軍委,192,군사 위원회,Military Commission
悼念,191,애도하다,pay one's respects
校方,191,학교측,school administration
院士,191,원사,academician
命運,191,운명,Fate (disambiguation)
經國,191,경국,the state of the country
遊客,191,관광객,tourist
柴油,190,,
殖民,190,당첨되다.,win a prize
航運,190,대함,anti-ship
標語,190,표어,Slogan (disambiguation)
命,190,팔자,life
護衛艦,190,프리깃함,frigate
負責任,190,책임을 지다,take responsibility
賀錦麗,189,허진리,He Chin-li
方韋傑,189,,
國土,189,출국하다,leave the country
軍援,188,시 전체,the whole city
射程,188,가오훙안,Gao Hong'an (disambiguation)
教育局,188,,
待遇,188,대우,Treatment
松山,188,송산,Matsuyama Corporation
人潮,188,인파,a crowd of people
補貼,188,보조금,Subsidies
美惠,188,미혜하다,Mei-hye (disambiguation)
出境,187,출국하다,leave the country
貨物,187,화물,goods
矮化,187,왜소화,dwarf
芒果,187,,
基因,187,유전자,Genetics (genetics)
晶圓,187,웨이퍼,Wafer (disambiguation)
台化,187,대만 문화,Taiwanization
年增率,187,노인,Old man
離島,186,섬,Outlying Islands
群島,186,의사,Physicians
參院,186,참의원,House of Councillors
議論,186,의논하다,discussion
南京,186,난징,Nanking (disambiguation)
藥局,186,,
況,186,선박,ship
島嶼,186,섬,Island (disambiguation)
陳昀,186,,
經濟區,186,경제 구역,Economic zone
氛圍,186,분위기,atmosphere
保護力,186,,
廣西,186,광시성,Guangxi Province
對方,186,상대편,the other side
張沛元,185,,
業績,185,업적,Performance
新黨,185,신당,New Party
產線,185,생산 라인,production line
底線,185,마지노선,bottom line
船艦,185,선박,ship
流程,185,보건위원회,National Health Commission
住民,185,주민,inhabitants
習慣,185,린보펑,Lin Po-feng (disambiguation)
